movieId,title,genres
145,Forget Paris (1995),Comedy|Romance
856,Hard Rain (1998),Action|Crime|Thriller
1168,"Fly II, The (1989)",Horror|Sci-Fi
1094,American History X (1998),Crime|Drama
1957,Star Trek: Nemesis (2002),Action|Drama|Sci-Fi|Thriller
2355,There Will Be Blood (2007),Drama|Western
1472,Buffy the Vampire Slayer (1992),Action|Comedy|Horror
755,"Beautician and the Beast, The (1997)",Comedy|Romance
1993,Fahrenheit 451 (1966),Drama|Sci-Fi
799,"Hunt for Red October, The (1990)",Action|Adventure|Thriller
625,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror
44,Home for the Holidays (1995),Drama
849,Jackie Brown (1997),Crime|Drama|Thriller
1374,"Insider, The (1999)",Drama|Thriller
1004,Grand Canyon (1991),Crime|Drama
1822,Bandits (2001),Comedy|Crime|Romance
47,Eye for an Eye (1996),Drama|Thriller
786,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
1863,Orange County (2002),Comedy
788,G.I. Jane (1997),Action|Drama
1259,Eyes Wide Shut (1999),Drama|Mystery|Thriller
1586,Blazing Saddles (1974),Comedy|Western
1735,Enemy at the Gates (2001),Drama|War
795,In the Company of Men (1997),Comedy|Drama
1135,Rushmore (1998),Comedy|Drama
2386,Changeling (2008),Crime|Drama|Mystery
1261,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi
379,Twister (1996),Action|Adventure|Romance|Thriller
454,All About Eve (1950),Drama
1667,Bedazzled (2000),Comedy
2216,Broken Flowers (2005),Comedy|Drama
1470,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller
601,Alien (1979),Horror|Sci-Fi
1223,Night of the Comet (1984),Comedy|Horror|Sci-Fi
263,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
1746,Crocodile Dundee in Los Angeles (2001),Comedy|Drama
859,Spice World (1997),Comedy
1549,Rules of Engagement (2000),Drama|Thriller
969,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror
1550,Arthur (1981),Comedy|Romance
2329,Planet Terror (2007),Action|Horror|Sci-Fi
914,Oliver! (1968),Drama|Musical
2499,Guardians of the Galaxy (2014),Action|Adventure|Sci-Fi
1435,"Falcon and the Snowman, The (1985)",Drama|Thriller
1445,Stalag 17 (1953),Drama|War
2358,Cloverfield (2008),Action|Mystery|Sci-Fi|Thriller
2133,"Notebook, The (2004)",Drama|Romance
1929,Igby Goes Down (2002),Comedy|Drama
1991,Holes (2003),Adventure|Children|Comedy|Mystery
328,"Brady Bunch Movie, The (1995)",Comedy
989,Popeye (1980),Adventure|Comedy|Musical
1220,eXistenZ (1999),Action|Sci-Fi|Thriller
307,Shadowlands (1993),Drama|Romance
1354,Home Alone 2: Lost in New York (1992),Children|Comedy
687,Butch Cassidy and the Sundance Kid (1969),Action|Western
1938,Punch-Drunk Love (2002),Comedy|Drama|Romance
549,"Streetcar Named Desire, A (1951)",Drama
1485,Boiler Room (2000),Crime|Drama|Thriller
1782,"Accused, The (1988)",Drama
2259,United 93 (2006),Crime|Drama
411,"First Wives Club, The (1996)",Comedy
1468,Howards End (1992),Drama
957,Bambi (1942),Animation|Children|Drama
1307,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller
803,"Peacemaker, The (1997)",Action|Thriller|War
190,Shallow Grave (1994),Comedy|Drama|Thriller
392,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
783,Hercules (1997),Adventure|Animation|Children|Comedy|Musical
2202,"Hitchhiker's Guide to the Galaxy, The (2005)",Adventure|Comedy|Sci-Fi
1260,Lake Placid (1999),Horror|Thriller
316,Striking Distance (1993),Action|Crime
942,"Exorcist, The (1973)",Horror|Mystery
1389,Dead Again (1991),Mystery|Romance|Thriller
516,That Thing You Do! (1996),Comedy|Drama
2157,"Grudge, The (2004)",Horror|Mystery|Thriller
150,Immortal Beloved (1994),Drama|Romance
2406,Moon (2009),Drama|Mystery|Sci-Fi|Thriller
1574,Road Trip (2000),Comedy
152,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
1467,Far and Away (1992),Adventure|Drama|Romance
2493,Her (2013),Drama|Romance|Sci-Fi
2267,Clerks II (2006),Comedy
787,Contact (1997),Drama|Sci-Fi
2344,"Man from Earth, The (2007)",Drama|Sci-Fi
1102,"Stepford Wives, The (1975)",Mystery|Sci-Fi|Thriller
1080,My Cousin Vinny (1992),Comedy
961,"Last Temptation of Christ, The (1988)",Drama
1809,Chocolat (1988),Drama
1536,"Road to El Dorado, The (2000)",Animation|Children
1750,"World According to Garp, The (1982)",Comedy|Drama|Romance
1131,"Simple Plan, A (1998)",Crime|Drama|Thriller
1930,"Das Experiment (Experiment, The) (2001)",Drama|Thriller
611,Henry V (1989),Action|Drama|Romance|War
1326,Double Jeopardy (1999),Action|Crime|Drama|Thriller
495,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama
1359,All That Jazz (1979),Drama|Fantasy|Musical
311,Sleepless in Seattle (1993),Comedy|Drama|Romance
1864,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",Action|Mystery|Thriller
1245,Tarzan (1999),Adventure|Animation|Children|Drama
1781,"Score, The (2001)",Action|Drama
2017,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller
2215,Serenity (2005),Action|Adventure|Sci-Fi
1768,Lara Croft: Tomb Raider (2001),Action|Adventure
1594,Flatliners (1990),Horror|Sci-Fi|Thriller
1097,"Waterboy, The (1998)",Comedy
206,Bitter Moon (1992),Drama|Film-Noir|Romance
1955,Equilibrium (2002),Action|Sci-Fi|Thriller
1199,Analyze This (1999),Comedy
92,Beauty of the Day (Belle de jour) (1967),Drama
2477,"Amazing Spider-Man, The (2012)",Action|Adventure|Sci-Fi|IMAX
1442,Snow Falling on Cedars (1999),Drama
975,Roger & Me (1989),Documentary
2297,Letters from Iwo Jima (2006),Drama|War
1974,"Recruit, The (2003)",Action|Thriller
1605,9 1/2 Weeks (Nine 1/2 Weeks) (1986),Drama|Romance
197,Tommy Boy (1995),Comedy
1505,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical
2393,Doubt (2008),Drama|Mystery
1200,Cruel Intentions (1999),Drama
926,Take the Money and Run (1969),Comedy|Crime
546,Days of Thunder (1990),Action|Drama|Romance
1390,Dogma (1999),Adventure|Comedy|Fantasy
336,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
472,It's a Wonderful Life (1946),Drama|Fantasy|Romance
835,Amistad (1997),Drama|Mystery
2459,Drive (2011),Crime|Drama|Film-Noir|Thriller
186,"Specialist, The (1994)",Action|Drama|Thriller
1401,Moonstruck (1987),Comedy|Romance
400,Daylight (1996),Action|Adventure|Drama|Thriller
1160,Patch Adams (1998),Comedy|Drama
1314,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama
2074,Girl with a Pearl Earring (2003),Drama|Romance
455,Rebecca (1940),Drama|Mystery|Romance|Thriller
2011,Terminator 3: Rise of the Machines (2003),Action|Adventure|Sci-Fi
732,Mars Attacks! (1996),Action|Comedy|Sci-Fi
2315,Ocean's Thirteen (2007),Crime|Thriller
952,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
994,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
122,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller
797,Mimic (1997),Horror|Sci-Fi|Thriller
510,"Fox and the Hound, The (1981)",Animation|Children|Drama
2188,Hotel Rwanda (2004),Drama|War
950,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller
2361,Jumper (2008),Action|Adventure|Drama|Sci-Fi|Thriller
2245,Munich (2005),Action|Crime|Drama|Thriller
135,Disclosure (1994),Drama|Thriller
1113,King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller
2192,"Phantom of the Opera, The (2004)",Drama|Musical|Romance
283,Manhattan Murder Mystery (1993),Comedy|Mystery
1635,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),Comedy
389,Jack (1996),Comedy|Drama
1883,Ice Age (2002),Adventure|Animation|Children|Comedy
876,"Last Days of Disco, The (1998)",Comedy|Drama
492,Old Yeller (1957),Children|Drama
1722,Empire of the Sun (1987),Action|Adventure|Drama|War
466,My Man Godfrey (1936),Comedy|Romance
2228,Capote (2005),Crime|Drama
680,Real Genius (1985),Comedy
2025,Tremors (1990),Comedy|Horror|Sci-Fi
34,Richard III (1995),Drama|War
99,Crumb (1994),Documentary
2333,Into the Wild (2007),Action|Adventure|Drama
1946,8 Mile (2002),Drama
915,Midnight Cowboy (1969),Drama
2410,Terminator Salvation (2009),Action|Adventure|Sci-Fi|Thriller
1182,Message in a Bottle (1999),Romance
1912,Rabbit-Proof Fence (2002),Adventure|Drama
504,Robin Hood: Prince of Thieves (1991),Adventure|Drama
1764,Point Break (1991),Action|Crime|Thriller
2060,Kindergarten Cop (1990),Action|Comedy|Crime|Thriller
1205,Forces of Nature (1999),Comedy|Romance
1351,"Blue Lagoon, The (1980)",Adventure|Drama|Romance
501,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance
1236,"War of the Worlds, The (1953)",Action|Drama|Sci-Fi
1555,28 Days (2000),Drama
660,Cool Hand Luke (1967),Drama
2318,Sicko (2007),Documentary|Drama
1732,15 Minutes (2001),Thriller
2063,Wild at Heart (1990),Crime|Drama|Mystery|Romance|Thriller
296,Renaissance Man (1994),Comedy|Drama
41,Pocahontas (1995),Animation|Children|Drama|Musical|Romance
2244,Memoirs of a Geisha (2005),Drama|Romance
2090,"Good bye, Lenin! (2003)",Comedy|Drama
826,"Joy Luck Club, The (1993)",Drama|Romance
886,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama
458,"Affair to Remember, An (1957)",Drama|Romance
707,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
655,Fried Green Tomatoes (1991),Comedy|Crime|Drama
941,Poltergeist II: The Other Side (1986),Horror|Thriller
1608,Hamlet (1990),Drama
1456,Sister Act (1992),Comedy|Crime
450,My Favorite Year (1982),Comedy
1954,Adaptation (2002),Comedy|Drama|Romance
2087,50 First Dates (2004),Comedy|Romance
1249,Trekkies (1997),Documentary
982,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
769,Anaconda (1997),Action|Adventure|Thriller
566,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama|War
1884,Resident Evil (2002),Action|Horror|Sci-Fi|Thriller
1240,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller
2229,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy
1267,Mystery Men (1999),Action|Comedy|Fantasy
1368,Thunderball (1965),Action|Adventure|Thriller
1077,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance
88,"Basketball Diaries, The (1995)",Drama
965,"Black Hole, The (1979)",Children|Sci-Fi
40,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
371,Flipper (1996),Adventure|Children
2377,Get Smart (2008),Action|Comedy
1795,Look Who's Talking (1989),Comedy|Romance
1020,Weird Science (1985),Comedy|Fantasy|Sci-Fi
1239,Notting Hill (1999),Comedy|Romance
2482,Wreck-It Ralph (2012),Animation|Comedy
94,Canadian Bacon (1995),Comedy|War
1041,Attack of the Killer Tomatoes! (1978),Comedy|Horror
2309,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX
1564,U-571 (2000),Action|Thriller|War
2328,"King of Kong, The (2007)",Documentary
597,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
1344,South Pacific (1958),Musical|Romance|War
235,Wolf (1994),Drama|Horror|Romance|Thriller
22,Powder (1995),Drama|Sci-Fi
1493,Mission to Mars (2000),Sci-Fi
1691,Born on the Fourth of July (1989),Drama|War
2130,Super Size Me (2004),Comedy|Documentary|Drama
2091,Hidalgo (2004),Adventure|Drama
2064,"Witches of Eastwick, The (1987)",Comedy|Fantasy|Horror|Thriller
295,"Remains of the Day, The (1993)",Drama|Romance
672,This Is Spinal Tap (1984),Comedy
205,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
443,"Maltese Falcon, The (1941)",Film-Noir|Mystery
865,U.S. Marshals (1998),Action|Crime|Thriller
2207,Cinderella Man (2005),Drama|Romance
2420,Up in the Air (2009),Drama|Romance
1889,Panic Room (2002),Thriller
750,Beverly Hills Ninja (1997),Action|Comedy
515,Secrets & Lies (1996),Drama
2383,Let the Right One In (LÃ¥t den rÃ¤tte komma in) (2008),Drama|Fantasy|Horror|Romance
2327,Superbad (2007),Comedy
113,Mighty Morphin Power Rangers: The Movie (1995),Action|Children
628,Manhattan (1979),Comedy|Drama|Romance
210,"Corrina, Corrina (1994)",Comedy|Drama|Romance
2062,Show Me Love (Fucking ÃmÃ¥l) (1998),Drama|Romance
2175,Kiki's Delivery Service (Majo no takkyÃ»bin) (1989),Adventure|Animation|Children|Drama|Fantasy
424,Bound (1996),Crime|Drama|Romance|Thriller
2392,Twilight (2008),Drama|Fantasy|Romance|Thriller
299,Robin Hood: Men in Tights (1993),Comedy
1650,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy
1526,Modern Times (1936),Comedy|Drama|Romance
329,Home Alone (1990),Children|Comedy
344,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children
1425,"Cider House Rules, The (1999)",Drama
1754,Moulin Rouge (2001),Drama|Musical|Romance
2066,Hero (Ying xiong) (2002),Action|Adventure|Drama
253,Cabin Boy (1994),Comedy
2142,"Bourne Supremacy, The (2004)",Action|Crime|Thriller
2177,Battlestar Galactica (2003),Drama|Sci-Fi|War
1759,"Magnificent Seven, The (1960)",Adventure|Western
2397,"Wrestler, The (2008)",Drama
1747,Freddy Got Fingered (2001),Comedy
2307,How the Grinch Stole Christmas! (1966),Animation|Comedy|Fantasy|Musical
69,"Hate (Haine, La) (1995)",Crime|Drama
1734,Revenge of the Nerds (1984),Comedy
1622,"Kentucky Fried Movie, The (1977)",Comedy
1462,Wayne's World 2 (1993),Comedy
1928,"Transporter, The (2002)",Action|Crime
2423,"Blind Side, The  (2009)",Drama
2059,Invasion of the Body Snatchers (1978),Horror|Mystery|Sci-Fi|Thriller
2154,I Heart Huckabees (2004),Comedy
2168,Bad Education (La mala educaciÃ³n) (2004),Drama|Thriller
362,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
878,Zero Effect (1998),Comedy|Mystery|Thriller
1083,Children of a Lesser God (1986),Drama
1052,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller
410,Joe's Apartment (1996),Comedy|Fantasy|Musical
1228,"Mummy, The (1932)",Horror|Romance
473,Mr. Smith Goes to Washington (1939),Drama
1602,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi
2405,Inglourious Basterds (2009),Action|Drama|War
184,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
1008,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi
2321,Transformers (2007),Action|Sci-Fi|Thriller|IMAX
1449,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Action|Comedy
776,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance
2129,Napoleon Dynamite (2004),Comedy
103,First Knight (1995),Action|Drama|Romance
1356,"Story of Us, The (1999)",Comedy|Drama
636,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
929,Metropolitan (1990),Comedy
2103,"Punisher, The (2004)",Action|Crime|Thriller
1821,Serendipity (2001),Comedy|Romance
841,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery
1469,Singles (1992),Comedy|Drama|Romance
457,Spellbound (1945),Mystery|Romance|Thriller
2394,Gran Torino (2008),Crime|Drama
1719,Beverly Hills Cop II (1987),Action|Comedy|Crime|Thriller
1726,Mannequin (1987),Comedy|Romance
171,Natural Born Killers (1994),Action|Crime|Thriller
1584,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War
164,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi
2201,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller
141,Exotica (1994),Drama
71,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
995,Sleeping Beauty (1959),Animation|Children|Musical
2233,"Good Night, and Good Luck. (2005)",Crime|Drama
1851,"Royal Tenenbaums, The (2001)",Comedy|Drama
1903,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX
1283,Dick (1999),Comedy
2498,Gone Girl (2014),Drama|Thriller
825,Starship Troopers (1997),Action|Sci-Fi
1776,"Cannonball Run, The (1981)",Action|Comedy
441,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller
1675,You Can Count on Me (2000),Drama|Romance
1060,Say Anything... (1989),Comedy|Drama|Romance
1947,Far from Heaven (2002),Drama|Romance
115,Nine Months (1995),Comedy|Romance
775,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi
523,Sleepers (1996),Thriller
2401,Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi
181,Ready to Wear (Pret-A-Porter) (1994),Comedy
2156,Team America: World Police (2004),Action|Adventure|Animation|Comedy
1693,Snatch (2000),Comedy|Crime|Thriller
668,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery
951,Metropolis (1927),Drama|Sci-Fi
1853,Kate & Leopold (2001),Comedy|Romance
129,Before Sunrise (1995),Drama|Romance
796,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller
2360,In Bruges (2008),Comedy|Crime|Drama|Thriller
2211,"March of the Penguins (Marche de l'empereur, La) (2005)",Documentary
2314,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy
2278,"Illusionist, The (2006)",Drama|Fantasy|Mystery|Romance
290,"Perfect World, A (1993)",Crime|Drama|Thriller
1924,One Hour Photo (2002),Drama|Thriller
2153,Shark Tale (2004),Animation|Children|Comedy
2083,The Butterfly Effect (2004),Drama|Sci-Fi|Thriller
178,Quiz Show (1994),Drama
843,Scream 2 (1997),Comedy|Horror|Mystery|Thriller
1243,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy
2190,"Life Aquatic with Steve Zissou, The (2004)",Adventure|Comedy|Fantasy
161,Legends of the Fall (1994),Drama|Romance|War|Western
167,Miracle on 34th Street (1994),Drama
134,Don Juan DeMarco (1995),Comedy|Drama|Romance
506,Dumbo (1941),Animation|Children|Drama|Musical
2256,Brick (2005),Crime|Drama|Film-Noir|Mystery
2258,Mission: Impossible III (2006),Action|Adventure|Thriller
1394,Holiday Inn (1942),Comedy|Musical
153,Junior (1994),Comedy|Sci-Fi
1037,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller
331,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
1117,Red Sonja (1985),Action|Adventure|Fantasy
772,Volcano (1997),Action|Drama|Thriller
2375,Wanted (2008),Action|Thriller
2235,Jarhead (2005),Action|Drama|War
973,"Parent Trap, The (1998)",Children|Comedy|Romance
1959,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
1141,Rambo III (1988),Action|Adventure|Thriller|War
82,Jade (1995),Thriller
201,While You Were Sleeping (1995),Comedy|Romance
529,Monty Python's Life of Brian (1979),Comedy
2427,Shutter Island (2010),Drama|Mystery|Thriller
2395,Frost/Nixon (2008),Drama
1049,"Untouchables, The (1987)",Action|Crime|Drama
866,Everest (1998),Documentary|IMAX
979,Tender Mercies (1983),Drama|Romance|Western
875,City of Angels (1998),Drama|Fantasy|Romance
437,Gaslight (1944),Drama|Thriller
348,Jane Eyre (1996),Drama|Romance
646,"Great Escape, The (1963)",Action|Adventure|Drama|War
1119,"Money Pit, The (1986)",Comedy
1271,Lolita (1962),Drama|Romance
1848,"Amelie (Fabuleux destin d'AmÃ©lie Poulain, Le) (2001)",Comedy|Romance
1565,"Virgin Suicides, The (1999)",Drama|Romance
73,Happy Gilmore (1996),Comedy
1247,"Ideal Husband, An (1999)",Comedy|Romance
810,"Ice Storm, The (1997)",Drama
1033,"Gods Must Be Crazy, The (1980)",Adventure|Comedy
959,Dangerous Liaisons (1988),Drama|Romance
912,"Man for All Seasons, A (1966)",Drama
1006,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
711,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
2097,"Ladykillers, The (2004)",Comedy|Crime
2263,Cars (2006),Animation|Children|Comedy
1109,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy
1531,Jacob's Ladder (1990),Horror|Mystery
1846,Ocean's Eleven (2001),Crime|Thriller
1379,Falling Down (1993),Action|Drama
2158,Sideways (2004),Comedy|Drama|Romance
272,"Hudsucker Proxy, The (1994)",Comedy
2237,Pride & Prejudice (2005),Drama|Romance
428,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horror|Thriller
1179,She's All That (1999),Comedy|Romance
1841,In the Bedroom (2001),Drama
1392,PokÃ©mon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi
297,Rising Sun (1993),Action|Drama|Mystery
1130,Little Voice (1998),Comedy
233,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
1025,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama
2474,"Cabin in the Woods, The (2012)",Comedy|Horror|Sci-Fi|Thriller
2441,Red (2010),Action|Comedy
955,Freaky Friday (1977),Children|Comedy|Fantasy
445,Sabrina (1954),Comedy|Romance
367,"Quest, The (1996)",Action|Adventure
1172,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller
55,"MisÃ©rables, Les (1995)",Drama|War
813,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance
1184,Office Space (1999),Comedy|Crime
1587,White Christmas (1954),Comedy|Musical|Romance
1486,Pitch Black (2000),Horror|Sci-Fi|Thriller
2075,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
720,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
2099,Hellboy (2004),Action|Adventure|Fantasy|Horror
193,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
740,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime
1901,Unfaithful (2002),Drama|Thriller
1155,"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama
2044,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
2376,Hancock (2008),Action|Adventure|Comedy|Crime|Fantasy
1568,Gladiator (2000),Action|Adventure|Drama
864,As Good as It Gets (1997),Comedy|Drama|Romance
390,I Shot Andy Warhol (1996),Drama
1319,For Love of the Game (1999),Comedy|Drama
446,Roman Holiday (1953),Comedy|Drama|Romance
1987,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),Action|Animation|Sci-Fi|Thriller
640,Duck Soup (1933),Comedy|Musical|War
461,Gigi (1958),Musical
1913,Mr. Deeds (2002),Comedy|Romance
1696,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy
1028,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western
420,Basquiat (1996),Drama
1916,Reign of Fire (2002),Action|Adventure|Fantasy
2152,Shaun of the Dead (2004),Comedy|Horror
1872,Metropolis (2001),Animation|Sci-Fi
2270,Little Miss Sunshine (2006),Adventure|Comedy|Drama
564,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
49,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime
63,Black Sheep (1996),Comedy
24,Othello (1995),Drama
637,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller
650,Unforgiven (1992),Drama|Western
1649,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance
610,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi
2275,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance
1569,Mr. Mom (1983),Comedy|Drama
730,Jaws 3-D (1983),Action|Horror
1701,Cast Away (2000),Drama
2391,Milk (2008),Drama
1793,Earth Girls Are Easy (1988),Comedy|Musical|Sci-Fi
2302,300 (2007),Action|Fantasy|War|IMAX
920,Chariots of Fire (1981),Drama
582,One Flew Over the Cuckoo's Nest (1975),Drama
2466,50/50 (2011),Comedy|Drama
1208,EDtv (1999),Comedy
1406,Harvey (1950),Comedy|Fantasy
895,Dr. Dolittle (1998),Comedy
1578,"Gold Rush, The (1925)",Adventure|Comedy|Romance
823,Boogie Nights (1997),Drama
1898,Three Men and a Baby (1987),Comedy
729,Jaws 2 (1978),Horror|Thriller
2299,Ghost Rider (2007),Action|Fantasy|Thriller
1632,Freejack (1992),Action|Sci-Fi
977,Doctor Zhivago (1965),Drama|Romance|War
1157,You've Got Mail (1998),Comedy|Romance
1741,Amores Perros (Love's a Bitch) (2000),Drama|Thriller
2335,Michael Clayton (2007),Drama|Thriller
1197,Conquest of the Planet of the Apes (1972),Action|Sci-Fi
2185,"Corporation, The (2003)",Documentary
927,Klute (1971),Drama|Mystery
1838,Shallow Hal (2001),Comedy|Fantasy|Romance
2,Grumpier Old Men (1995),Comedy|Romance
1860,Gosford Park (2001),Comedy|Drama|Mystery
2250,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX
349,"Aristocats, The (1970)",Animation|Children
511,Freeway (1996),Comedy|Crime|Drama|Thriller
1653,Nurse Betty (2000),Comedy|Crime|Drama|Romance|Thriller
1149,Rocky V (1990),Action|Drama
1743,Blow (2001),Crime|Drama
2279,"Queen, The (2006)",Drama
1630,What Lies Beneath (2000),Drama|Horror|Mystery
1474,Man Bites Dog (C'est arrivÃ© prÃ¨s de chez vous) (1992),Comedy|Crime|Drama|Thriller
638,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western
404,Phenomenon (1996),Drama|Romance
2080,Cold Mountain (2003),Drama|Romance|War
500,Angels in the Outfield (1994),Children|Comedy
2433,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX
67,Beautiful Girls (1996),Comedy|Drama|Romance
764,Smilla's Sense of Snow (1997),Drama|Thriller
1400,Stand and Deliver (1988),Comedy|Drama
1040,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy
1062,Hero (1992),Comedy|Drama
2470,Sherlock Holmes: A Game of Shadows (2011),Action|Adventure|Comedy|Crime|Mystery|Thriller
1935,Red Dragon (2002),Crime|Mystery|Thriller
949,"Mask of Zorro, The (1998)",Action|Comedy|Romance
1180,Payback (1999),Action|Thriller
1910,Lilo & Stitch (2002),Adventure|Animation|Children|Sci-Fi
147,Hoop Dreams (1994),Documentary
417,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror
721,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi
2424,Avatar (2009),Action|Adventure|Sci-Fi|IMAX
2249,Ice Age 2: The Meltdown (2006),Adventure|Animation|Children|Comedy
2409,Angels & Demons (2009),Crime|Drama|Mystery|Thriller
465,Top Hat (1935),Comedy|Musical|Romance
1840,Spy Game (2001),Action|Crime|Drama|Thriller
1108,Central Station (Central do Brasil) (1998),Drama
415,Emma (1996),Comedy|Drama|Romance
298,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
2027,Commando (1985),Action|Adventure
812,"Full Monty, The (1997)",Comedy|Drama
382,Thinner (1996),Horror|Thriller
2404,Adventureland (2009),Comedy|Drama
1169,"Texas Chainsaw Massacre, The (1974)",Horror
708,Shine (1996),Drama|Romance
