movieId,userId,tag
1903,370,alien
2240,45,Southern theme
1008,847,better book
2358,768,shaky camera
2204,815,police
1966,342,unusual
2066,648,martial arts
2017,814,Angelina Jolie
381,199,japan
529,53,Monty Python
1988,448,Marisa Tomei
1609,54,enigmatic
1428,548,based on a book
2346,52,Survival
628,53,neurotic new yorkers
2433,370,loss of eye
2072,556,imagination
669,176,dark humor
463,775,good concept
2247,538,werewolf
588,532,suspense
2030,679,Scarlett Johansson
732,351,Jack Nicholson
1063,548,military industrial complex
728,562,spielberg
2489,532,sci-fi
2250,16,dystopia
1982,594,soccer
2217,88,bears
1355,448,Edward Norton
2456,775,1960s
334,289,Jack Nicholson
1178,54,light
1932,33,Academy Award - Best Animated Feature
2266,764,sequels
1355,678,surreal
2384,858,dark comedy
1429,39,Futuristmovies.com
2228,435,Bennett Miller
698,761,CLV
1996,548,genetics
2445,370,on the run
963,52,temptation
2006,54,wry
719,548,space
675,590,treasure hunt
2317,176,car chase
2486,361,violence
74,398,bittersweet
672,37,music
2287,103,Nudity (Topless)
1770,138,no desire to see this
2210,775,slow
2271,767,social commentary
951,198,imdb top 250
2177,249,thought-provoking
529,111,hilarious
1206,123,to see: horror
175,815,milk
760,548,undercover cop
825,54,deadpan
2417,548,IMDB Top 250
845,594,shipwreck
2367,370,industrialist
628,348,humorous
1075,111,anime
1067,775,Chris Tucker
784,370,Zucker Brothers
1833,291,touching
307,821,Richard Attenborough
161,9,World War I
2378,809,1980s
1535,594,Nick Hornby
1936,522,Hamlet
865,775,the original is better
1832,249,surreal
2374,414,social commentary
1838,552,the tail scene
1248,11,Compare:Run Lola Run (1998)
1015,370,Brothers Grimm
2232,761,BD-R
1832,414,surreal
1668,330,las vegas
204,64,Jim Carrey
211,548,rape
1251,285,Can't remember
1893,548,nudity (topless)
176,11,tag:needless gratuitous redundancy tag
439,505,Billy Wilder
1464,124,thriller
1682,775,train
646,424,prison escape
1905,11,murder
2098,200,artsy
1285,300,somber
1402,809,gothic
2201,613,watched 2005
741,206,funny
1240,16,belivable science
976,594,In Netflix queue
1972,127,stylized
2261,590,treasure hunt
2388,11,PrequelTo:Quantum of Solace[2008]
2420,571,likeable
375,133,teen movie
1278,814,Steven Spielberg
1460,702,plot
1851,479,100 Essential Female Performances
2417,300,redemption
585,594,six-fingered man
638,435,John Huston
99,54,deliberate
2226,815,wedding
1535,98,loss
2380,127,romance
1230,548,franchise
1655,594,music
1743,177,johnny depp
2208,141,Vince Vaughn
2095,678,action
129,739,reflective
2057,680,computers
1939,380,zombies
2253,839,ein grosses Film - ausgezeichnet!!
1586,236,Mel Brooks movie
721,484,whales
666,648,Disney
1624,418,2.5
2001,809,funny
2033,761,BD-R
2435,370,mindfuck
1404,815,GLBT
1227,814,Star Wars
1627,54,paranoid
2240,861,Reece Witherspoon
2289,548,secrets
1727,342,stylized
157,37,stylized
422,535,Nudity (Topless)
1523,538,prejudice
2136,538,new york
1510,702,gore
521,548,based on a play
189,661,imdb top 250
1743,815,father daughter relationship
951,127,Fritz Lang
2332,88,weak special effects
1210,370,virtual reality
562,309,Terry Gilliam
757,761,CLV
2469,548,comic book
533,548,gangsters
1501,821,quest
1316,300,coming of age
1856,163,Russell Crowe
2444,548,ballet
690,775,no suspense
2084,435,Kevin Macdonald
789,775,sword and sorcery
1941,676,dancing
2201,307,multiple storylines
869,133,Kevin Bacon
2303,280,Mark Wahlberg
1165,194,chase
2129,594,high school
1402,53,ghosts
2496,404,time travel
2057,40,AI
1402,176,witchcraft
1225,548,Egypt
2430,834,humor
1235,815,transgender
1568,54,stylized
1302,296,Best Christmas movie
1424,307,prison
515,590,R
433,11,protagonist is writer
931,45,Chicago
882,11,adapted from:play/opera
851,226,satirical
498,775,sea monster
1344,821,racism
460,643,remade
2285,11,Spanish Civil War
596,821,Ennio Morricone
851,766,dark comedy
704,684,owned
2294,775,car chase
444,689,seen at the cinema
1820,613,seen at the cinema
1261,761,CLV
1091,761,BD-R
2440,424,dialogue
443,63,Humphrey Bogart
1939,380,disturbing
2269,775,Bryan Singer
602,448,Sam Raimi
570,749,Post apocalyptic
175,76,quirky
823,68,Paul Thomas Anderson
2155,484,time travel
2421,37,hipster-oriented
386,198,satirical
1869,548,based on a book
1829,388,surreal
972,814,Samuel L. Jackson
1270,258,slavery
851,54,talky
2401,775,good idea... bad movie
1336,548,business is the antagonist
2285,219,twisted fairytale
1107,303,Pixar
337,54,sweet
675,796,franchise
2138,300,bullshit history
845,548,bittersweet
2406,125,cloning
1878,84,predictable
551,11,biographical view
2203,122,visually interesting--that's about it
506,370,talking animals
2428,296,Mia Wasikowska
594,54,SOCIAL INJUSTICE
2296,592,journalism
272,326,snow
161,206,emotional
1354,548,Christmas
1322,821,gritty
693,514,Rod Taylor
805,815,great cinematography
2243,702,romance
1521,45,Vietnam War
1700,424,cate blanchett
5,370,overrated
343,176,quirky
392,535,end of the world
619,548,ocean
986,775,good acting
2327,815,singing
335,535,gothic
2033,548,quirky
1006,548,sequel
2467,319,fantasy
2260,435,Karey Kirkpatrick
2454,678,Anthony Hopkins
1690,702,greed
2275,33,Mise en abyme
333,535,suicide attempt
1355,54,confrontational
2277,435,Mark Neveldine
1362,50,Business is the antagonist
2375,592,unintentional comedy
2288,764,based on a book
585,54,humorous
2301,395,Robert Downey Jr
2157,548,remake
2374,792,pixar
176,561,Black comedy
2172,370,cameo:Bruce Willis
1854,436,Sean Bean dies
708,370,Oscar (Best Actor)
536,370,cult film
439,326,Christmas
311,594,Empire State Building
1232,300,Christopher Reeve
201,370,Bechdel Test:Fail
2250,670,gay
222,678,based on a comic
602,133,Cult classic
2453,52,romance
2348,815,KIDS IN TROUBLE
2204,424,race issues
1072,152,claustrophobic
930,501,fantasy
855,244,atmospheric
337,54,SERVANTS AND EMPLOYERS
2067,548,anime
2413,678,shallow plot
2065,370,Edgar Award (Best Motion Picture)
2083,133,psychology
2347,775,formulaic
1210,775,Keanu Reeves
226,45,1990s
1451,538,DC
1848,586,fabulous
1309,198,Myth
1920,285,Can't remember
2137,291,emotional
308,761,70mm
690,351,Sigourney Weaver
2298,303,pixar
847,592,Kevin Costner
2384,206,George Clooney
1252,37,irreverent
2079,815,memasa's movies
2486,423,Great performances
2427,35,too long
2199,775,action
1969,814,World War II
2054,831,Psychological horror
2043,198,coen bros
1556,861,hilarity
1232,223,based on a comic
810,548,wintry
1649,435,David Zucker
1381,548,sword fight
335,548,FBI
20,676,detective
720,787,reviewed
2030,809,relationships
1235,11,audience participation
42,370,classic
883,309,Robert Duvall
2419,831,post-apocalyptic
205,548,cross dressing men
1965,678,spirits
1687,11,Compare:Planes Trains and Automobiles (1987)
2008,613,seen at the cinema
2374,575,Sci-Fi
2044,548,visceral
2391,548,San Francisco
58,548,nudity (topless)
1315,111,yellow
2486,11,topic:slavery
391,548,child abuse
477,580,Katherine Hepburn
1861,289,Sean Penn
1940,279,anime
2438,275,dialogue
589,775,moral ambiguity
2049,766,messiah
1811,702,comedy
2417,37,social commentary
2351,548,high school
2162,15,super-hero
2142,548,CIA
330,54,passionate
2204,467,Sandra Bullock
1271,424,based on a book
982,831,classic
1387,236,Jamie Lee Curtis
2398,206,funny
2090,303,The fall of the Berlin wall
392,766,action
2142,122,spy
1845,795,war
430,45,set in the 1920s
1450,761,DVD-Video
2376,223,super hero
908,643,Oscar (Best Picture)
1902,84,funny
1512,815,National Film Registry
1800,670,cult film
2183,111,intense
2268,548,Al Gore
1355,351,Helena Bonham Carter
536,11,brutal
1833,237,poor writing
1193,548,nudity (topless)
2090,548,secrets
2396,815,Netflix Finland
635,505,Federico Fellini
2099,809,superhero
2084,716,mountains
1467,824,Bibliothek
1940,815,memasa's movies
146,11,Disney animated feature
2456,761,DVD-Video
2295,680,switching places
1916,198,Christian Bale
339,68,girlie movie
1748,206,drama
2051,20,great soundtrack
787,528,existentialism
67,206,humorous
2286,173,gangsters
432,761,Betamax
1211,592,chick flick
2083,127,sci-fi
2205,616,fantasy
334,766,Tim Burton
938,796,franchise
2232,88,controversial
2292,122,espionage
441,689,seen more than once
741,176,horror
2226,648,Tim Burton
633,451,romance
381,815,library
1229,594,superhero
1822,643,heist
106,11,memory
2219,289,Terry Gilliam
1042,761,BD-Video
1725,809,adolescence
854,123,seen part of
335,354,anthony hopkins
2030,54,reflective
1959,236,Brad Dourif
211,337,halloween
2284,200,Sacha Baron Cohen
1268,370,New Jersey
1207,761,70mm
849,289,Quentin Tarantino
1912,499,history
313,40,androids
2135,198,Steve Martin
2446,825,ClearPlay
1932,548,Studio Ghibli
962,342,organized crime
2497,354,Tom Cruise
263,370,compassionate
272,451,business
2430,52,vigilante
472,45,Hitchcock
2309,163,Topher Grace
15,548,based on a book
1968,548,AIDS
2418,688,dystopia
2424,424,war
343,716,classic
2110,424,not a movie
329,11,Xmas theme(?)
430,45,classic Hollywood
542,370,playwright:David Mamet
2220,594,business
1911,766,Tom Cruise
1992,289,Michael Crichton
1854,88,epic
1233,815,universal monsters
2190,37,whimsical
2427,52,atmospheric
913,786,Rod Steiger
1848,76,comedy
792,678,dark
728,176,shark
2488,11,derivative
1245,211,Jane
2470,848,Bromance
2205,548,no happy ending
540,548,vocalists
1184,698,Mike Judge
1402,775,Tim Burton
2447,815,hair
1896,111,My favourite of all
1439,370,R:language
624,206,time travel
766,467,jim carrey
54,390,campy
684,53,cult film
2300,196,action
2162,309,Pixar
1988,448,Playlist
308,796,Altman
1531,133,insanity
1336,678,virtual reality
2098,177,nicole kidman
513,176,tense
662,11,current
1316,351,surreal
300,370,cynicism
1957,821,Patrick Stewart
2332,815,tattoo
1054,35,gory
1885,548,New York City
1486,821,atmospheric
547,684,owned
219,761,DVD-Video
2440,370,PG-13:mature thematic elements involving teen sexuality
541,424,IRA
176,626,action
1261,538,ghosts
874,775,Hitchcock wannabe
1599,613,Can't remember
2034,594,biking
2062,815,dreams
2059,548,aliens
2269,775,overpowered hero
180,821,Leonardo DiCaprio
1050,775,survival
2281,121,atmospheric
1899,275,Kelly Hu
2432,424,Mickey Rourke
1839,21,magic
2456,386,Marvel
2075,821,based on a book
2398,435,David Fincher
2039,858,Sexualized violence
157,670,classic
2364,76,violence
2352,88,terminal illness
2057,680,hackers
2225,532,flight attendant
2353,370,Johnny Depp
672,37,Christopher Guest
1561,814,Frank Sinatra
386,119,satire
810,548,based on a book
1777,141,Vera Miles
1748,548,gangsters
2110,435,Richard Loncraine
1960,37,New York
726,548,bad acting
2418,655,good versus evil
2349,300,virus
1143,40,treasure
1611,532,corruption
331,670,fairy tale
1482,435,Troy Duffy
1333,119,lgbt
1035,11,Based on a TV show
1006,325,Harrison Ford
2033,809,mummy
709,825,billy bob thorton
2162,20,Pixar
1210,206,Action
960,11,author:Frank Herbert
2088,548,road trip
1920,648,ZAZ
2467,52,cinematography
513,319,action
1178,416,comedy
37,435,Paul W.S. Anderson
2326,370,NYC
2205,492,sequel
711,11,murder
2344,609,philosophical
631,11,adultery
2023,548,China
1817,57,denzel washington
1741,815,dogs
2196,37,Studio Ghibli
2130,249,entertaining
1796,68,sports
2462,528,james franco
1439,277,disturbing
668,11,author:Raymond Chandler
513,532,skyscraper
42,768,ensemble cast
1519,424,war
657,54,easygoing
807,319,Mystery
2479,435,Rian Johnson
775,448,Milla Jovovich
645,194,possession
2289,133,twist ending
418,767,maine
1237,176,ominous
2403,370,author:Stieg Larsson
1887,548,comic book
1503,548,history
1419,761,2009 reissue in Stereoscopic 3-D
562,575,cult film
2072,680,based on a book
828,285,Video game connection
30,688,villain nonexistent or not needed for good story
2402,66,Paul Rudd
2160,143,serial killer
251,761,DVD-Video
4,374,steve martin
1521,548,Vietnam
1039,815,Netflix Finland
2355,370,power
2363,11,based on a true story
1666,829,british
1535,236,John Cusack
1044,815,chest
1857,538,Agatha Christie
1785,236,John Amos
1285,121,psychology
2391,655,politics
111,847,huh?
89,814,Tom Hanks
2478,370,secret passage
42,841,conspiracy
219,761,Dimensionalized 2-D to 3-D for reissue in 2011
754,766,Christopher Guest
2435,370,heist
1611,548,corruption
1523,538,race
157,548,Saturn Award (Best Special Effects)
1094,122,Edward Norton
2435,370,director-screenwriter
2220,249,visually appealing
1882,775,H.G. Wells
988,670,coming of age
2342,370,Oscar Nominee: Sound Effects Editing
2363,548,England
219,761,70mm
2190,249,stylized
642,561,Jack Nicholson
2317,176,jukebox
757,111,Clint Eastwood
2300,670,black comedy
1853,380,time travel
1244,815,violin
1896,68,girlie movie
620,11,Bechdel Test:Fail
1321,176,Special Effects
2186,370,author:Philip K. Dick
1921,594,aliens
2251,414,corruption
2286,424,Jack Nicholson
1592,815,music
2478,176,Scotland
2468,206,thriller
1366,538,james bond
337,535,fairy tale
1333,739,disturbing
2487,370,Guy Pearce
887,548,pregnancy
335,732,twists & turns
731,435,Peter Segal
567,594,politics
2364,571,dark
391,258,crime
440,11,Compare:Some Like It Hot
895,138,Eddie Murphy
2353,758,cannibalism
357,54,whimsical
2353,98,Tim Burton
177,424,Catholicism
693,761,CLV
1243,821,Robert Wagner
1955,697,totalitarianism
1998,814,Lawrence Fishburn
1617,535,animation
1790,634,cult film
1243,11,cameo:Jerry Springer
988,370,adapted from:book
1683,88,westernization
157,370,space opera
1725,398,Kiefer Sutherland
2424,206,thought-provoking
2209,309,Christopher Nolan
533,424,Gene Hackman
1542,370,screenwriter:Fridrikh Gorenshteyn
2465,50,watch the credits
1860,370,Dark
1907,319,espionage
176,54,irreverent
2340,448,Denzel Washington
2309,10,shit on a stick
2445,467,Alan Rickman
2262,435,Brett Ratner
1588,138,dark
195,435,Rusty Cundieff
654,775,attempted rape
600,76,mafia
1666,815,dancing
1432,702,great soundtrack
719,761,Betamax
639,424,Peter Jackson
1602,815,pigs
2440,370,funny
1516,775,ninja
582,90,Oscar (Best Actor)
1723,176,demons
876,594,No DVD at Netflix
606,176,creepy
2460,761,Dimensionalized 2-D to 3-D
1321,326,cult film
370,11,adapted from:book
2372,678,martial arts
1006,758,Indiana Jones
1858,825,Will Smith
1930,815,over-the-top ending
861,63,John Landis
2002,206,twists & turns
1976,11,animal:dog
2332,52,tense
572,787,reviewed
1002,761,CLV
2289,370,dark
176,306,Samuel L. Jackson
1443,380,based on a true story
1369,223,Nudity (Topless)
40,535,investigation
2356,370,afghanistan
2403,815,dildo
2034,670,quirky
1076,163,Molly Shannon
2285,11,coming-of-age
2074,52,visually appealing
2179,749,book was better
508,761,BD-Video
2455,749,relationships
2487,809,robots
1930,532,mass behavior
274,258,corruption
498,11,adapted from:book
518,435,Stephen Hopkins
2480,370,Iran
1426,761,BD-R
1643,50,anti-hero
1424,815,otherness
649,528,time travel
268,535,thriller
2394,563,ending
1744,736,relationships
406,11,rape
1771,300,dystopia
1955,319,Christian Bale
2298,661,food/cooking
2367,52,android(s)/cyborg(s)
861,678,musical
762,824,Nudity (Full Frontal)
886,52,great soundtrack
1800,424,music
2299,90,Nicolas Cage
2285,809,world war II
2001,699,Pixar
1074,775,ax-grinding
444,424,Oscar (Best Actor)
367,451,friendship
2171,702,Kick-Butt Women
851,508,classic
2455,841,Paris
2326,370,imdb top 250
1355,98,imdb top 250
1848,655,romantic but not cheesy
292,380,atmospheric
1336,801,conspiracy
2289,678,magic
1748,814,Brian De Palma
192,448,hilarious
964,792,violent
122,548,long
2483,592,Julia Stiles
1601,176,car chase
176,818,Quentin Tarantino
1832,37,time travel
1838,236,Gwyneth Paltrow
2279,815,monarchy
2122,332,Cartoon
571,54,wistful
1456,163,Convent
632,198,atmospheric
1043,670,ghosts
2387,370,Mumbai
287,535,divorce
719,176,William Shatner
1107,163,Animated
2123,506,never watch again
2288,249,cold
2090,815,maintaining illusion
961,127,based on a book
1320,127,british comedy
2449,775,Jeff Bridges
1681,11,topic:Marquis de Sade
668,719,mystery
2448,367,boxing
1850,370,annoying
2417,528,violence
1157,21,meg ryan
910,435,Criterion
2476,133,romantic
2492,787,reviewed
1491,54,quirky
1472,285,Friday night movie
2250,370,fascism
643,676,unlikely friendships
1864,815,courtesan
1242,64,Wim Wenders
915,815,friendship
1621,2,'On A Steel Horse I Ride I'm Wanted (waaaanteeddd) Dead Or Alive'
2300,370,police
1597,52,corruption
708,370,insanity
1006,35,treasure
455,326,Laurence Olivier
1741,289,Alejandro Gonzalez Inarritu
1284,370,alien contact
820,435,Harold Ramis
0,309,Tom Hanks
1470,133,Horror
1494,809,Mystery
1243,616,parody
15,473,Great Adaptations
1909,107,encryption
1741,370,R:sexuality
1080,163,Law
372,127,cult film
1889,351,David Fincher
1713,814,Civil War
1755,330,Josh Hartnett
2310,163,Katherine Heigl
1641,821,Tommy Lee Jones
2400,634,stop motion
2189,538,punishment
2353,319,Sacha Baron Cohen
276,208,action
189,857,friendship
889,54,disturbing
759,176,nonlinear
591,815,knives
2384,678,Brad Pitt
1647,50,football
2425,629,Mark Strong
443,198,John Huston
1887,289,Guillermo del Toro
683,54,affectionate
40,370,Morgan Freeman
1958,37,Kathy Bates
1054,548,mathematics
2471,841,murder
2371,775,adventure
1601,176,stranger
685,761,BD-R
585,9,quirky
2397,629,violence
2142,111,boundaries
622,775,Max von Sydow
2408,775,Chris Pine
2288,809,futuristic
704,307,supernatural
1675,592,family
1591,63,Coen Brothers
335,206,crime
539,414,Erotic
737,435,Sidney Poitier
2049,258,sequel
1917,809,gangsters
922,814,Klaus Maria Brandauer
581,370,rock concert footage
2411,370,touching
714,761,Anamorphic Blow-Up
2066,435,Jet Li
2229,435,Steve Box
2334,548,siblings
681,326,artistic
2245,561,religion
1259,135,surrealism
1850,64,Tom Cruise
619,54,grim
1704,815,updated classics
2142,814,Matt Damon
2257,37,controversial
2129,651,painful
2245,370,espionage
1663,414,visually appealing
1903,758,action
2329,176,hospital
2387,370,shallow plot
2374,296,dystopia
903,548,insanity
960,821,science fiction
2333,303,traveling
942,594,demons
329,326,Christmas
1468,787,reviewed
1424,556,sentimental
76,535,Nudity (Topless)
2427,801,too long
1258,302,atmospheric
42,370,R:violence
2400,249,Neil Gaiman
1669,111,Kickass Jackie Chan film
818,571,space travel
2387,9,feel-good
2494,435,Wes Anderson
688,414,bittersweet
1814,810,cameos
2067,548,Studio Ghibli
2136,370,Marvel
1064,161,lover verses friend issues
449,814,Olivia deHavilland
2457,815,bad plot
2456,424,comic book
1362,307,superhero
928,424,black comedy
780,532,Nicolas Cage
2101,815,motorcycle
392,670,aliens
451,11,murder
1846,45,las vegas
103,699,Sean Connery
1157,578,sequel boredom
2456,303,Michael Fassbender
320,670,beautiful
2491,787,reviewed
2375,775,plot twist
641,424,teen
1997,670,far future
1769,435,David Cross
2253,661,Oscar Winner
1468,643,Oscar (Best Actress)
361,548,MST3K
2475,176,aliens
1932,435,Hayao Miyazaki
1659,326,disgusting scenes
1362,111,80s
825,37,satire
597,33,George Lucas
641,285,K movie
213,258,Vietnam
562,289,Monty Python
737,594,spying
1903,418,1.5
2327,548,teen
2461,52,father-son relationship
2276,212,movie to see
1982,680,football
1382,435,Boris Sagal
617,548,true story
2105,37,Dakota Fanning
773,380,James Bond
897,54,eerie
1513,594,racism
2029,64,Robert Rodriguez
77,424,vigilantism
2452,11,protagonist is a performer
176,615,dark comedy
1074,767,Winona Ryder
391,11,BFI modern classic
2486,424,Leonardo DiCaprio
1137,761,BD-Video
1608,548,Shakespeare
1137,643,remade
1640,246,awful thriller
1370,129,strange
1224,163,Catherine O'Hara
1349,538,007
2462,370,touching
1556,815,PROSTITUTES
718,307,space
338,815,National Film Registry
219,219,Jeremy Irons
893,548,China
2405,561,World War II
330,831,ghosts
2028,594,con men
2224,678,cloning
2437,841,fantasy
2181,370,flashy
864,702,funny
1640,196,B-Movie
1370,127,black comedy
302,206,Nazis
770,370,80s soundtrack
2474,775,Chris Hemsworth
587,761,DVD-Video
40,319,mystery
735,370,babies
2495,775,Matthew McConaughey
1709,138,plot twist
2395,571,Nixon
129,370,generation X
1597,592,Dystopia
63,548,Saturday Night Live
2393,424,great acting
1001,45,classic
2242,316,boring
536,54,stylized
592,435,David Lean
2051,841,England
2267,450,view askew
536,814,Quentin Tarantino
1144,307,aliens
894,548,conspiracy
588,775,James Cameron
1286,548,nudity (topless)
1276,435,Michael Ritchie
1087,815,relationships
1417,11,protagonist is radio personality
716,548,based on a TV show
486,356,Underdog
530,594,cross dressing
2400,680,Surreal
2176,775,Hayao Miyazaki
1029,548,unicorns
1727,342,Wong Kar Wai
522,435,Doug Liman
977,11,adapted from:book
2424,424,aliens
224,648,ZAZ
2426,16,dystopic future
600,289,Samuel L. Jackson
2423,84,feel-good
2430,52,violence
44,139,lovable
1990,37,Fred Willard
551,548,history
2283,809,underdog
448,11,animal:dog
2006,200,Enigmatic
2179,467,meryl streep
2464,370,1990s
2405,11,typography is important to cinematography
2419,249,gore
203,68,Australian
302,54,somber
969,670,halloween
2221,155,a sequel better without
1355,370,classic
1916,548,skydiving
1111,176,anti-war
1565,548,based on a book
2038,289,Monty Python
1682,473,Frightening
1382,821,Charlton Heston
2206,111,made me cry
851,824,seen
2236,678,Alexander Siddig
2148,176,aliens
1788,548,sequel
2309,775,jealousy
2479,370,gore
2007,235,sci-fi
2273,815,Gay Character
2467,52,Ben Kingsley
1629,307,superhero
536,424,imdb top 250
513,616,crime
2005,538,New Zealand
1742,289,Morgan Freeman
1691,258,Vietnam War
2058,643,Oscar (Best Supporting Actor)
2367,435,Jon Favreau
1854,88,adapted from:book
1791,548,twins
2298,535,food/cooking
1233,815,pendant
2418,688,creepy
2226,111,comedy
2288,53,dystopia
585,732,fantasy
2369,815,fantasy world
2408,370,Iowa
598,435,Wim Wenders
2083,300,math
2072,571,coming of age
2201,319,superhero
1568,370,elegiac
0,538,pixar
1924,176,stalker
642,326,Horror
1352,289,Ennio Morricone
2279,370,1990s
2158,127,writer
2042,206,violence
2417,741,segregation
2201,548,comic book
2098,84,irritating
2458,786,Direction
608,319,Robert De Niro
351,9,Ed Norton
1097,68,Adam Sandler
1031,370,teen angst
2459,809,visually appealing
2213,538,guys
201,86,chick flick
955,548,switching places
148,370,New Zealand
922,435,Oscar (Best Picture)
2424,200,futuristic
1088,435,David Schwimmer
2271,75,multiple storylines
2426,428,fight scenes
1184,37,quirky
1737,548,complicated
643,9,wistful
356,590,spies
2109,54,HEROIC MISSION
1996,307,superhero
73,111,Hayao Miyazaki
588,761,DVD-Video
2209,54,gritty
2436,451,action
506,535,talking animals
575,45,adultery
339,111,Richard Gere
1823,815,experimental
607,810,cameos
1970,54,KIDNAPPING
2262,258,adapted from:comic
2344,801,immortality
2276,616,courage
1448,821,Billy Zane
302,370,history
205,767,road movie
2373,435,Martin Starr
2144,821,M. Night Shyamalan
1009,497,Stephen King
1456,11,setting:Casino
150,815,To See
2358,448,shallow
2202,199,dolphins
903,248,maths
2177,370,MILITARY LIFE
2351,448,Michael Cera
320,670,Christmas
73,11,setting:golf course
422,309,Francis Ford Coppola
1157,414,Meg Ryan
2139,661,Fred Willard
1937,370,9/11
584,653,TV
1720,220,Eddie Murphy
2368,815,prostitution
170,285,Can't remember
587,445,weird
528,296,Jamie Lee Curtis
1440,548,sports
1546,815,memasa's movies
0,688,animation
1795,532,comedy
183,54,enigmatic
77,712,dark
1314,176,animal cruelty
949,526,swashbuckler
1542,548,Stanislaw Lem
1531,659,hallucination
1492,761,CLV
2464,200,based on a book
961,127,Martin Scorsese
2012,163,Keira Knightley
2465,775,Scarlett Johansson
2096,198,surreal
2263,11,Disney animated feature
593,497,Adaptation
2150,815,alternate universe
2455,206,relationships
1655,54,UNREQUITED LOVE
609,88,Stanley Kubrick
830,53,Henry James
2061,176,violent
1146,11,sport:boxing
2444,370,lesbian
1015,775,women's lib
1529,54,earnest
584,236,Mark Hamill
834,821,sequel
2374,697,love story
536,702,nonlinear
1640,761,BD-R
907,761,BD-R
594,594,Harper Lee
2090,303,great soundtrack
2405,370,interrogation
323,370,Christian Slater
29,448,depressing
208,548,CIA
1836,775,martial arts
430,435,Gene Kelly
2364,9,Atmospheric
2218,114,comedy
1763,821,Halle Berry
1944,321,stupid
1068,198,cool
1511,125,road movie
642,176,Bechdel Test:Fail
1297,163,Randy Quaid
302,670,World War II
1854,9,fantasy
1766,594,men in drag
886,214,based on a book
1265,670,animation remade as live action
676,702,watch the credits
1696,837,Disney
506,761,BD-Video
2466,590,R
2462,163,Apes
374,787,TV series
157,33,Harrison Ford
1854,370,author:J. R. R. Tolkein
38,761,CLV
2366,30,surfing
1800,670,dark
2289,648,Hugh Jackman
171,115,annoying
1974,141,Brian Rhodes
2134,45,terrorism
1051,54,SERIAL KILLERS
1074,370,dark comedy
954,326,claustrophobic
844,435,Best of Rotten Tomatoes: All Time
1316,127,loneliness
2128,63,Christopher Walken
589,548,parody
670,526,author:Richard Matheson
1210,548,post-apocalyptic
2045,370,Bechdel Test:Fail
397,54,witty
2364,492,Batman
1074,666,dreamlike
410,448,bugs
1167,176,David Cronenberg
2089,548,Christianity
1911,814,Max von Sydow
1921,54,tense
775,775,dystopia
437,54,understated
194,814,Star Trek
1281,64,Roger Corman
948,761,DVD-Video
107,173,police corruption
1336,11,agent/assassin with false memories/amnesia
2231,370,character driven
687,54,bittersweet
823,815,memasa's movies
1963,121,Lame ending
2148,775,Antarctica
2288,737,gritty
2395,571,Oliver Platt
2030,821,poignant
158,406,loved it
527,761,DVD-Video
2007,210,suspense
643,300,friendship
643,815,Netflix Finland
77,370,Oscar Nominee: Best Picture
1355,538,dark
2401,370,Neil Patrick Harris
835,111,adventure
42,768,Dark
2440,702,silly
1737,309,cult film
2433,370,childhood
596,77,spaghetti western
2415,107,attachment disorder
547,244,homoerotic subtext
1552,289,Keanu Reeves
2367,548,inventor
390,182,andy warhol
433,815,WRITER'S LIFE
622,815,god
1147,50,boxing
2233,815,censorship
1982,11,sport:soccer football
649,342,self-esteem
2374,775,environmental
1856,548,true story
444,761,PAL CLV
2446,467,Geoffrey Rush
1889,122,Jodie Foster
2448,811,boxing
2442,84,soundtrack
372,127,melancholy
2102,176,violence
1952,775,Crappy Remake
2440,370,Ojai
953,789,alternate reality
1630,258,suspenseful
1149,176,for kids
1670,11,private detective
143,176,cross dressing
2446,775,Colin Firth
2032,548,heroine in tight suit
2413,52,Oscar (Best Screenplay)
2377,775,predictable
2289,766,dark
148,548,nudity (topless)
2134,296,coverup
2440,370,Stanley Tucci
1829,548,stylized
2169,702,History
818,319,dystopic future
1696,548,Disney
479,451,Canada
1248,716,intense
2400,737,Surreal
1370,326,cult film
1721,111,Eddie Cibrian
580,815,wheelchair
1781,11,heist
1917,125,organized crime
2340,424,Russell Crowe
452,659,Highly quotable
339,548,fish out of water
2342,689,seen 2010
807,775,R
2367,370,weapons
1074,54,dreamlike
1046,111,good
2286,548,corruption
2265,53,fashion
1999,831,Ewan McGregor
1362,370,android(s)/cyborg(s)
1969,54,cathartic
1180,324,action
2029,64,Salma Hayek
719,810,noise in space
2337,825,ClearPlay
213,716,Vietnam
2351,568,independent film
1443,793,Oscar (Best Supporting Actress)
1891,745,Ryan Reynolds just might be the unfunniest actor in the world.
1868,326,drab
959,370,author:Choderlos de Laclos
2267,424,quotable
2464,200,Philip Seymour Hoffman
2300,825,ClearPlay
513,613,Top 10 ever
2455,206,quirky
2171,448,Beautiful
2420,370,Seen 2010
2123,831,Post apocalyptic
392,548,US President
1259,761,VHS
829,809,paranoia
532,761,BD-R
1426,54,nostalgic
1486,52,stranded
1812,809,gothic
853,594,Charles Dickens
1525,594,island
2096,697,romance
1810,761,Megasound
2251,670,dark humor
1850,133,fantasy
588,258,action
851,37,dark comedy
2055,485,murder
2408,370,fun
1390,548,Catholicism
1646,678,social conflicts
1439,133,very clever
859,548,vocalists
335,176,Bechdel Test:Pass
2364,786,Heath Ledger
2061,52,explosions
636,54,FEMMES FATALES
1150,111,classical
