movieId,userId,rating
449,97,4.0
1607,741,2.5
2446,702,4.0
675,708,4.0
330,479,3.5
2376,100,3.5
2235,377,3.5
2211,105,3.5
453,607,4.0
2389,800,5.0
254,65,3.0
228,84,2.5
1419,115,4.5
2387,30,2.0
1955,668,5.0
2004,266,2.5
2298,380,4.0
600,37,4.0
2402,412,4.0
1583,198,2.5
2363,815,3.5
374,482,5.0
1454,115,3.5
799,819,3.5
785,741,3.5
2408,313,5.0
448,841,4.0
223,487,4.0
2215,815,2.5
74,198,3.0
384,780,4.0
2158,676,2.0
525,468,5.0
1555,859,1.5
48,222,5.0
689,438,5.0
248,705,4.0
737,705,5.0
1348,653,4.5
213,848,3.5
1912,594,4.5
1659,417,3.0
201,437,3.5
235,324,2.5
911,649,3.0
143,541,5.0
2453,504,4.0
1483,146,3.0
939,763,4.0
2305,316,4.0
1850,345,3.5
678,833,5.0
1812,215,3.5
1947,395,4.5
779,724,3.0
2488,73,4.0
2143,305,4.0
1618,398,2.5
1210,748,5.0
1255,245,3.5
634,162,2.5
133,325,3.5
528,285,3.5
1921,424,2.5
1996,159,3.5
205,449,1.0
601,12,5.0
2251,547,4.0
1836,371,3.0
444,82,4.5
1219,25,4.0
577,43,5.0
246,142,2.0
1990,839,3.5
212,435,2.0
1817,160,3.5
1675,763,4.5
2099,337,4.0
49,436,4.0
2246,176,0.5
505,835,4.0
1390,52,3.5
2125,507,0.5
1464,193,3.5
586,37,4.0
2193,580,3.0
780,729,2.0
1932,125,3.0
512,167,5.0
1734,548,2.0
658,132,4.0
2012,422,4.0
2430,757,4.5
2405,612,3.5
2175,716,4.0
2142,562,4.0
276,284,2.5
442,296,2.5
1759,143,4.5
174,703,3.5
1562,612,5.0
2049,856,2.5
2428,596,2.0
1668,4,4.0
2013,335,2.0
839,26,4.0
302,455,5.0
157,196,5.0
2190,594,3.0
2278,329,4.5
1571,233,3.5
984,643,3.0
595,14,3.5
1477,805,3.0
590,53,4.0
356,114,4.0
1268,383,0.5
1871,620,3.0
1811,450,3.0
2201,633,4.0
501,26,3.0
741,539,4.5
1410,473,3.5
435,471,4.0
1607,861,4.5
598,752,3.5
1113,4,3.5
825,825,5.0
1906,613,3.0
422,489,5.0
440,235,5.0
2198,488,2.5
2239,469,2.5
771,365,2.5
972,482,5.0
1748,325,5.0
1982,583,4.5
1812,86,4.0
378,81,3.5
448,267,4.0
1948,18,4.0
2444,795,5.0
1355,153,3.5
1170,256,3.0
649,77,3.0
1521,43,2.5
418,475,3.0
675,634,5.0
678,121,4.5
2308,458,3.5
2314,376,4.0
2429,804,4.0
1121,498,2.5
1683,306,3.0
1766,25,4.0
2394,298,4.0
1010,833,4.0
1219,778,3.5
1379,708,2.5
2007,37,3.5
601,633,4.0
1210,1,4.5
2411,28,4.5
704,155,3.5
1797,804,2.0
1042,342,3.5
746,468,2.5
1617,594,3.5
650,618,4.0
2270,791,5.0
2075,518,3.0
379,655,3.5
1913,75,3.0
784,26,1.0
1900,389,4.5
564,23,4.5
1972,696,5.0
596,833,5.0
2351,759,4.0
1262,412,3.0
2206,378,2.0
2044,740,3.5
228,705,4.5
2055,366,4.0
2162,32,3.5
404,603,3.5
188,434,2.0
825,365,3.0
1285,440,3.0
1852,727,4.0
2216,365,1.0
378,64,3.5
646,716,3.5
2051,400,3.5
2270,571,5.0
1959,861,1.5
1655,469,5.0
717,43,1.5
698,825,4.0
609,172,5.0
445,179,5.0
1780,223,2.5
133,49,5.0
2374,190,4.5
1835,696,3.0
291,365,2.5
1845,75,4.0
609,206,3.5
1954,50,3.5
1085,265,4.0
176,242,4.0
14,377,4.0
1036,338,4.0
660,479,4.0
688,495,5.0
2266,395,1.5
1670,32,3.0
1055,251,3.0
1125,298,2.0
1080,755,2.5
2270,529,3.0
259,689,4.5
1271,424,3.5
1266,651,2.0
2142,180,4.5
897,412,4.5
735,66,5.0
333,755,4.0
1298,397,3.0
1649,408,4.0
549,468,4.0
873,649,3.0
2122,456,4.0
1423,111,3.0
301,185,4.5
942,167,1.0
1820,497,2.5
2321,305,3.0
194,813,4.0
843,233,1.5
23,824,4.0
448,50,3.5
2415,408,4.0
2364,23,5.0
2422,58,4.5
346,595,2.0
971,735,2.0
1790,513,3.0
2425,616,3.5
1824,52,3.5
1235,393,4.0
2006,543,5.0
505,142,2.0
157,189,5.0
1883,804,4.0
2102,95,3.0
313,763,3.0
2060,713,1.5
666,633,4.5
2330,642,4.0
2394,435,3.5
996,7,3.0
356,850,4.5
1972,16,4.5
2007,236,5.0
2337,575,2.5
518,111,2.5
1348,296,3.5
1097,434,2.5
2074,186,3.5
675,448,3.0
401,198,3.5
320,138,3.5
2106,123,2.5
320,547,4.5
2315,684,3.0
1,475,2.5
2055,444,3.0
1,613,2.5
2059,541,5.0
259,30,3.5
2196,329,3.5
2376,86,4.0
608,172,4.5
2071,331,5.0
1859,852,4.5
1432,326,5.0
658,251,5.0
1939,591,3.0
87,781,4.0
85,468,4.0
1812,379,4.0
2043,543,3.5
2042,815,4.0
2019,84,3.0
547,316,3.5
1049,715,2.5
1166,438,5.0
1355,633,3.0
1199,840,2.0
1666,795,3.5
305,559,5.0
1358,531,3.0
1120,155,4.5
2263,548,2.0
1957,370,2.5
2428,701,3.5
216,305,1.0
1933,329,3.0
1418,475,2.0
1255,350,4.0
2354,724,3.0
1568,387,3.5
2177,528,4.0
687,549,4.0
2050,722,4.0
1676,56,3.5
1210,155,5.0
15,566,3.5
1616,649,2.0
1597,44,4.0
1623,668,4.5
1851,164,2.0
1120,649,3.0
769,848,0.5
2107,847,4.5
539,475,2.5
594,850,4.0
593,359,3.0
1415,833,4.0
1541,675,3.5
2355,196,4.5
957,370,3.5
894,223,3.5
1728,414,3.0
964,628,4.0
1042,337,4.0
2204,676,3.5
2402,300,3.0
1229,645,4.5
119,348,4.0
1568,155,3.0
505,141,5.0
1521,852,4.5
1141,859,1.0
2438,128,4.0
547,440,2.5
2185,586,5.0
1890,718,5.0
1907,672,4.5
2061,844,4.0
1883,30,2.5
1574,675,2.0
1261,142,3.0
1247,49,3.5
2101,173,3.5
2250,211,3.0
1089,464,4.5
547,475,3.0
2455,33,4.5
2262,15,3.5
786,274,4.0
2437,364,4.0
1820,153,1.5
1611,787,5.0
2134,72,2.0
1874,256,4.5
794,825,1.0
1766,155,4.0
752,113,2.0
2336,637,4.5
232,307,1.5
1498,198,3.5
1248,444,4.0
829,129,3.0
901,488,2.0
1948,344,3.0
1663,241,4.5
1670,472,2.0
1906,469,3.0
476,138,5.0
2417,122,4.0
2299,275,3.5
593,215,4.5
1077,545,2.5
1922,237,2.5
1225,279,1.0
2210,718,3.5
2306,815,3.0
2208,538,1.5
2367,146,3.5
1297,305,4.0
685,161,3.0
1210,159,4.5
1478,141,4.5
1625,75,4.0
77,287,4.5
2374,251,4.0
1355,519,0.5
1822,60,4.0
2049,73,3.0
1237,462,4.0
928,761,4.0
332,373,3.5
2372,386,4.5
2166,741,3.5
2332,612,3.5
20,176,3.0
2211,572,4.0
11,658,3.5
19,680,1.0
1367,649,3.0
2015,52,2.5
603,132,4.5
823,213,4.0
1530,843,4.5
582,839,3.0
2351,741,3.0
1887,859,2.0
802,824,4.0
592,726,4.5
1812,19,4.5
2320,729,3.0
1641,248,3.5
1685,572,3.0
1523,45,4.0
213,720,5.0
2458,435,3.0
1390,414,3.5
1959,556,5.0
29,65,3.5
812,744,4.0
335,737,3.0
1797,423,4.5
452,54,3.0
1293,648,4.0
1814,206,4.0
133,344,4.0
845,261,4.0
1580,371,5.0
689,858,3.5
2410,256,2.5
1360,326,2.5
2220,792,3.5
32,818,3.5
1507,478,3.0
1344,164,2.0
222,393,3.5
1074,605,4.5
2367,812,4.0
1611,173,4.5
1862,778,3.0
2251,472,4.0
1135,87,4.5
1604,11,2.0
2250,286,2.5
1161,763,3.5
201,136,3.5
30,513,3.0
419,741,3.0
1756,257,3.0
725,301,3.0
1177,668,4.0
839,408,3.5
261,26,2.5
1025,257,3.0
1335,291,2.5
320,279,3.0
2202,294,3.5
1957,32,3.0
2308,200,3.5
2029,307,2.5
2145,614,4.5
274,52,3.5
626,115,4.0
853,180,3.0
660,644,4.0
23,594,3.5
595,594,3.5
2254,66,4.5
2262,86,4.0
1229,142,3.0
125,212,3.0
1967,112,3.5
851,111,4.5
1749,4,4.0
452,141,4.0
737,122,4.0
1838,325,3.0
173,827,4.0
2209,197,4.0
1758,604,4.0
960,835,3.0
1031,604,3.5
718,833,4.0
2090,440,4.0
576,566,3.5
1996,675,3.5
1998,19,5.0
339,601,5.0
0,325,5.0
2133,798,3.0
2066,778,2.5
843,164,1.5
852,430,4.5
1899,676,3.0
1907,116,4.5
769,724,3.0
1961,642,2.5
1876,695,4.0
622,303,4.5
2187,730,3.5
2169,400,1.0
1174,135,3.0
1102,257,4.5
1227,13,3.0
276,327,5.0
2240,229,4.0
1869,310,2.0
1080,537,2.0
127,446,1.0
824,112,3.5
2287,305,4.0
1261,668,3.0
189,779,3.0
48,833,5.0
637,514,5.0
1319,315,5.0
972,418,2.0
1903,766,2.0
2201,819,3.5
1199,319,4.0
538,724,3.5
98,819,3.0
213,330,1.0
2131,695,4.0
649,300,4.5
595,544,5.0
55,19,5.0
654,359,4.5
1538,160,2.0
940,239,3.0
233,73,2.0
775,541,3.0
1154,229,3.0
2099,194,2.5
648,63,3.0
369,714,4.0
1959,414,4.5
606,365,3.5
242,833,4.0
2202,82,4.5
1210,351,4.0
1129,176,3.0
208,105,4.0
2469,50,4.0
745,100,3.5
1746,40,3.0
719,825,5.0
552,738,4.5
1969,34,5.0
247,714,0.5
537,207,4.0
2360,219,4.0
2270,16,4.5
1959,374,5.0
1755,226,4.0
829,590,4.0
403,489,3.0
2028,489,4.0
276,520,3.0
230,5,3.0
1902,393,3.0
2162,36,5.0
2367,88,3.0
607,371,4.5
765,675,2.5
1425,4,4.5
380,26,1.0
2417,248,4.0
1054,37,3.5
442,206,3.5
513,371,5.0
76,4,4.0
157,137,1.5
2012,358,4.0
597,813,3.0
1835,225,4.0
42,444,4.0
522,791,4.0
1521,706,3.0
972,308,4.5
331,622,3.0
499,2,3.0
1261,602,4.0
2208,788,3.5
391,634,4.5
435,207,4.0
2050,858,4.0
909,63,3.5
1099,212,4.0
515,845,5.0
1894,32,3.5
2266,54,2.5
1848,448,0.5
1219,283,5.0
214,613,3.5
1030,370,4.0
1527,787,4.0
1502,580,4.0
2498,500,4.0
118,788,4.0
2305,147,4.5
953,104,4.0
1948,335,2.0
1380,229,3.0
1062,825,4.0
102,16,3.0
1288,845,2.0
1919,32,3.5
1481,735,3.5
1624,833,4.5
392,547,3.5
953,248,2.0
2499,717,4.0
2150,261,3.5
629,740,4.5
1158,218,0.5
2292,762,4.5
317,770,0.5
2449,107,5.0
2101,668,4.0
2166,81,3.5
2440,807,3.5
2230,504,3.5
1438,660,1.0
274,287,4.0
1243,304,3.5
332,789,4.5
624,287,2.0
2219,63,3.5
1239,412,3.0
740,417,3.0
647,232,4.5
722,11,4.0
549,786,4.5
1048,660,3.0
356,32,3.5
320,478,5.0
1115,285,3.0
1670,702,2.5
920,256,2.5
1942,142,3.0
2405,272,4.0
1883,491,3.0
859,660,2.0
825,716,2.0
728,821,4.5
2449,713,4.5
707,360,3.5
2376,832,5.0
2019,137,2.0
900,740,2.5
1443,256,2.5
73,178,3.5
1316,186,3.5
2098,258,4.5
525,355,4.0
1839,635,3.5
1938,545,2.5
996,14,1.5
2463,45,4.0
1411,282,4.0
1948,177,2.5
1849,76,1.0
1425,815,3.0
632,49,4.0
378,745,4.5
1945,835,3.0
1370,821,3.5
943,734,2.5
1670,44,3.0
1770,662,2.0
630,767,4.5
1223,488,2.5
2000,489,3.0
1560,84,4.0
600,121,4.5
1856,291,4.0
2066,482,5.0
247,343,1.0
2499,75,4.5
1094,589,4.5
511,89,4.0
982,400,3.5
2434,327,4.0
2437,168,4.0
679,206,3.5
1886,602,3.5
1530,295,4.0
1387,695,4.0
1629,446,4.0
946,761,4.0
1835,322,4.0
2075,641,5.0
1829,81,5.0
1266,622,2.0
675,609,3.0
608,19,4.0
1703,377,2.0
1896,164,2.0
1455,374,5.0
1419,16,4.5
2134,73,4.0
2425,91,4.0
1729,835,2.5
1988,847,4.5
2322,724,4.5
1274,786,5.0
2044,308,5.0
607,248,3.5
67,424,3.0
1512,207,3.0
1900,370,4.0
1284,809,3.5
562,821,4.0
1937,316,4.5
1967,176,3.0
1146,132,2.5
655,58,4.0
97,33,1.0
340,129,3.0
1155,456,1.5
2318,289,4.5
1967,279,3.0
592,60,5.0
1221,718,4.0
1531,213,4.0
664,300,3.0
1860,716,4.0
686,39,4.0
923,651,4.0
1959,159,3.5
522,724,5.0
1497,45,5.0
721,307,2.5
167,257,1.0
1364,585,3.5
2175,780,5.0
963,264,4.5
672,83,5.0
2139,670,4.5
1255,153,2.0
1048,543,3.0
534,475,3.5
2401,172,4.5
930,276,3.0
2252,258,3.0
975,796,4.5
1967,251,3.5
2040,522,3.5
1905,118,4.5
2232,515,2.5
2136,850,3.0
1858,650,3.5
268,286,3.0
2262,819,3.5
1210,752,3.0
1078,295,4.5
89,472,4.5
30,675,3.0
1766,39,4.0
330,162,4.0
2302,251,4.0
1701,371,4.5
787,834,3.5
953,258,4.0
707,728,2.0
383,198,1.0
1883,316,3.5
1808,305,4.0
1301,545,2.0
842,473,3.0
1363,680,1.0
2376,702,2.0
1915,466,4.0
1004,594,2.0
925,119,4.0
2463,302,5.0
2447,408,4.0
661,412,3.0
391,459,4.5
2488,642,3.0
261,213,2.0
1288,417,2.5
4,6,3.5
1522,515,4.0
1066,398,4.0
311,398,3.5
224,111,5.0
851,340,4.5
1785,488,3.0
1383,834,3.5
747,207,2.5
142,198,3.0
219,583,3.5
2051,412,2.5
2435,839,4.0
2162,531,3.0
942,813,2.0
2073,365,3.0
1889,54,2.0
501,473,4.0
964,629,4.0
1229,529,2.5
1042,813,4.0
2051,793,1.5
373,833,3.0
2109,705,4.0
1581,462,2.5
2392,461,2.5
175,146,3.5
501,478,4.0
102,510,3.0
1698,325,3.0
171,287,3.0
886,276,4.5
2397,642,3.0
2202,545,2.5
672,216,4.5
1978,387,2.5
227,237,5.0
1848,556,3.0
2448,294,4.5
2018,156,3.5
1336,310,4.0
1856,9,2.5
950,300,3.0
2180,489,4.5
815,801,5.0
1511,422,3.0
1564,475,3.0
313,635,4.0
1823,475,5.0
544,326,4.0
1105,594,2.0
698,648,3.0
445,180,4.5
2443,820,3.5
1383,859,1.5
839,395,4.0
951,543,4.5
2286,796,3.5
1336,257,3.5
1046,815,3.5
1144,466,5.0
2438,305,4.0
765,11,3.0
601,498,4.0
2384,30,2.5
991,651,3.0
2177,56,4.0
1903,54,1.5
536,52,3.5
787,798,2.0
1291,9,3.5
1921,5,2.5
1004,121,4.0
1812,541,4.0
1360,643,1.0
2100,718,4.5
1289,431,3.0
912,211,4.5
1916,136,4.5
2050,129,3.0
1258,387,3.0
381,468,5.0
402,444,5.0
176,94,4.5
917,539,4.0
786,482,3.5
1771,104,4.0
1393,11,4.5
825,460,4.0
651,68,4.5
187,654,3.5
1863,642,3.5
396,306,3.5
1940,615,4.0
599,148,4.0
1171,861,4.0
2405,424,4.5
1955,675,4.0
436,787,4.5
2002,21,4.0
1256,654,3.5
147,26,4.0
452,481,4.5
2457,419,4.5
1322,266,3.0
1824,654,4.0
113,282,1.0
1629,78,4.0
814,838,2.0
953,831,5.0
339,29,2.5
121,414,3.0
578,499,3.0
1832,84,4.0
1758,633,4.0
1416,141,3.5
2205,73,3.5
1766,728,3.0
1538,488,2.0
2302,286,2.5
2201,196,5.0
2155,138,4.5
946,258,3.5
1298,633,4.5
905,160,3.0
804,2,4.0
0,787,4.0
2354,377,2.5
625,387,4.0
357,724,2.5
1830,259,1.0
2028,212,2.5
440,487,4.5
1812,5,2.5
2203,282,4.5
618,101,4.0
1752,822,2.0
2099,223,2.5
620,730,3.0
931,256,5.0
996,651,3.0
2436,448,3.5
208,562,3.5
2193,839,3.5
1812,316,4.5
498,206,3.0
584,802,4.5
2101,839,2.5
1261,160,4.0
1308,630,2.5
522,374,4.0
807,373,4.0
270,313,4.0
1898,520,2.0
1998,159,3.0
2258,478,2.0
2012,44,4.5
1584,639,4.5
1358,52,3.0
921,256,4.0
594,392,4.0
1748,193,4.0
1854,436,4.5
2292,196,5.0
2083,825,4.0
2459,745,3.5
2377,384,3.5
601,198,4.0
1935,646,3.5
1458,594,3.0
1693,589,4.0
30,688,0.5
771,335,2.5
2147,361,4.0
1026,207,3.0
1069,198,3.0
597,142,3.5
685,68,3.5
2162,613,5.0
1905,580,4.5
633,804,4.0
48,828,2.5
1823,791,4.5
1687,192,1.5
1466,682,3.0
1698,807,2.5
2166,487,4.5
1512,850,3.5
2161,253,4.5
1865,761,4.0
958,419,4.0
2273,516,4.0
1717,305,3.0
1946,658,3.0
2197,762,4.5
2186,660,2.0
1785,766,2.5
1588,276,4.5
547,248,3.5
2197,758,3.0
643,580,4.5
422,254,4.5
597,147,4.0
2441,499,3.5
650,167,2.0
2470,91,4.0
2166,469,3.5
1969,433,4.0
176,602,4.0
127,746,2.0
29,55,5.0
1210,827,4.5
717,371,5.0
2270,173,3.0
397,822,3.5
2201,235,5.0
1896,73,1.0
2187,728,4.5
2095,848,3.5
2130,72,3.5
1754,558,4.5
566,303,2.0
2136,165,5.0
1284,821,3.5
1576,78,3.0
1817,180,4.5
191,212,4.0
1056,612,2.0
392,556,4.0
829,140,4.0
2271,745,3.5
367,660,2.0
1652,428,1.0
776,494,2.0
18,256,2.5
675,399,2.5
1925,661,3.0
593,153,3.0
1537,717,3.5
513,846,3.0
2433,9,5.0
2437,824,3.5
600,635,4.5
1083,761,4.0
609,12,5.0
1150,744,4.0
2300,344,4.0
337,648,3.5
1210,590,4.0
1284,272,3.0
1868,806,2.0
2468,337,3.0
2309,370,2.5
834,193,3.5
547,835,4.0
213,560,4.5
991,299,2.5
2229,680,3.5
157,88,4.0
971,634,4.0
2307,212,5.0
2218,246,5.0
1722,578,5.0
616,97,5.0
2464,834,4.0
1960,251,4.5
815,2,4.0
829,479,4.0
1915,801,5.0
1988,619,3.5
715,548,2.0
1268,326,2.0
1444,525,4.5
1962,137,1.0
1602,717,3.0
548,565,4.0
2179,371,4.5
720,132,5.0
452,436,4.5
2024,763,4.0
1461,807,2.0
943,547,4.0
2116,595,3.5
85,796,4.0
593,286,4.0
562,235,5.0
2278,13,4.0
2474,543,4.5
2054,14,3.5
2209,853,4.0
2336,400,3.5
585,749,2.0
843,763,3.5
818,729,3.5
1414,18,3.5
2302,409,4.0
2217,112,3.5
1414,305,4.0
139,744,5.0
1596,562,3.0
1753,19,2.5
846,42,5.0
449,129,5.0
582,633,4.5
1977,175,3.5
1770,705,4.0
1503,122,3.5
1795,651,3.0
553,761,4.0
1959,692,4.0
621,484,4.5
1107,326,3.0
2049,592,3.0
904,840,3.0
981,541,4.0
599,461,3.5
607,30,4.0
255,161,3.5
883,660,3.0
1753,516,4.0
1683,56,3.0
2049,257,4.0
1600,168,4.0
2262,497,0.5
1349,809,2.5
1298,594,4.0
263,778,3.0
2070,180,4.0
564,755,3.5
1673,651,3.5
2395,847,4.0
2108,724,3.5
2349,445,1.5
1165,761,3.0
562,261,4.0
866,238,4.0
1919,695,3.0
391,495,4.0
728,472,3.5
1982,226,2.5
213,544,4.5
157,37,5.0
1136,251,5.0
1403,658,2.5
616,416,4.0
204,103,4.0
584,727,5.0
742,33,3.0
1569,475,2.5
1404,93,3.5
107,668,3.0
780,286,3.5
2399,642,3.5
2209,316,4.5
2066,820,3.0
1959,205,5.0
1703,418,0.5
864,530,4.5
482,631,2.0
324,276,4.0
2094,64,3.5
890,161,3.5
1850,276,3.0
792,198,3.5
1937,423,4.0
2043,232,3.0
548,594,4.0
1043,161,3.5
281,206,3.5
846,86,4.5
2138,186,3.5
1354,495,3.0
743,161,3.5
1586,4,4.5
2184,321,4.0
1014,803,0.5
315,215,3.0
2038,369,4.5
537,162,4.0
2201,759,2.5
1760,508,2.5
696,813,1.5
2336,839,2.5
2107,2,3.5
994,755,3.0
2071,646,4.5
2458,802,5.0
737,619,3.0
1846,396,3.5
601,417,5.0
1835,37,2.5
226,325,4.5
1650,4,4.5
2394,11,1.5
299,619,3.0
2138,603,3.0
533,371,5.0
73,515,3.0
313,35,5.0
1889,371,4.0
1753,395,4.0
383,223,3.5
594,489,3.0
2265,125,3.5
851,840,4.0
2201,746,3.5
2371,123,2.5
2129,855,4.0
2324,177,1.0
356,581,3.0
1883,141,3.5
197,729,4.0
1683,482,4.5
642,412,4.0
1273,289,4.0
1199,247,3.0
529,665,3.5
700,155,3.0
901,637,3.5
1745,296,4.0
2163,431,4.0
1579,834,3.0
1967,845,4.0
2075,343,4.0
1737,522,3.5
1884,714,4.0
1983,129,3.5
1703,675,2.5
2235,370,3.5
2456,303,4.5
1329,637,4.0
1911,53,3.0
1184,151,4.0
1439,603,5.0
1089,444,3.0
935,839,1.0
2230,311,4.0
448,329,3.0
175,495,5.0
1630,175,3.5
1770,252,2.5
8,821,2.0
2053,398,3.0
19,77,2.5
2096,396,4.5
1112,475,2.5
1071,541,4.5
1835,411,5.0
1489,515,2.0
1364,58,5.0
2332,232,4.0
2445,58,4.0
2142,94,2.5
1150,257,4.0
1371,497,4.5
1165,833,3.0
1333,73,3.5
1302,239,4.5
416,475,2.5
233,253,2.5
2406,824,3.5
2096,258,4.0
1237,45,3.0
1999,594,4.0
2353,424,3.0
1919,379,4.0
460,395,3.0
917,487,3.5
2210,402,3.5
2417,637,5.0
398,142,2.0
744,507,4.0
1659,744,1.0
2001,86,3.0
2239,848,5.0
658,366,3.0
585,3,4.5
1530,724,4.0
659,631,3.0
612,242,3.5
2439,609,3.5
1882,717,3.0
600,518,5.0
2384,199,4.5
301,368,3.0
675,719,3.5
2219,832,4.5
2134,515,4.0
586,43,5.0
708,40,4.0
1269,334,5.0
2240,658,3.5
343,185,2.5
1771,108,3.0
1902,72,3.5
2021,834,3.5
911,395,5.0
1849,724,3.0
1,303,3.5
595,266,4.0
2340,847,4.5
472,297,3.5
1364,160,4.0
1095,60,4.0
2325,214,3.5
2485,588,0.5
1854,69,5.0
332,508,4.0
1922,444,3.5
1759,192,5.0
595,292,4.5
728,487,4.5
544,143,4.5
1907,387,3.5
395,804,3.0
29,131,4.5
867,394,4.0
582,322,4.0
1193,251,4.0
2018,167,3.0
879,845,4.0
818,296,4.5
2222,450,4.5
0,571,5.0
291,666,4.5
2006,815,3.5
1812,630,5.0
91,579,3.5
446,424,3.0
1917,569,3.0
487,788,3.0
2051,60,4.0
1850,845,4.0
872,233,3.0
839,86,3.5
2270,378,4.5
14,328,4.5
55,515,4.0
1637,761,4.0
157,728,5.0
1816,289,3.5
276,104,4.0
1432,147,4.0
2239,794,3.0
2243,39,3.5
2044,235,3.0
293,804,4.0
138,435,3.0
1270,773,3.0
1744,141,3.0
222,408,2.0
2185,391,4.0
829,717,4.0
2344,460,4.0
1736,411,3.0
2151,805,3.5
592,457,5.0
1175,460,4.0
40,488,4.0
157,520,3.5
1094,487,4.5
2417,9,4.0
948,766,3.5
1125,743,2.0
647,752,0.5
2341,49,4.0
630,703,3.5
2322,320,4.0
585,683,5.0
451,461,4.0
618,495,3.5
641,4,4.5
2011,243,4.5
1902,566,3.0
663,683,4.0
690,847,3.5
89,613,2.0
1340,847,4.0
650,744,4.0
1221,652,4.5
2103,538,2.0
214,580,4.0
555,718,3.0
76,239,2.5
915,806,0.5
1403,705,3.0
1859,554,3.5
2361,285,3.0
396,840,1.0
2212,247,1.5
634,728,5.0
335,741,4.0
334,811,4.5
40,347,4.0
2376,252,4.0
1322,839,3.5
240,253,3.0
214,675,4.5
1510,559,3.0
2305,852,4.5
807,839,3.0
1754,815,3.5
1682,475,3.5
1966,822,3.5
2278,11,4.5
818,602,4.5
787,840,1.5
1280,475,3.0
1142,155,4.0
2256,421,3.0
1099,807,2.0
660,209,4.0
1503,256,5.0
0,125,4.5
332,481,5.0
1823,396,4.5
2486,833,4.0
1592,276,1.5
2377,411,2.5
1253,371,3.0
977,309,4.0
1526,514,4.0
582,167,1.0
1364,589,3.5
1597,56,3.0
1202,778,2.0
2222,646,4.0
268,375,3.0
1159,717,3.0
593,368,4.0
949,190,4.0
1932,639,5.0
943,573,3.5
1682,526,3.5
1993,833,4.5
1846,478,5.0
1945,421,3.5
1200,824,4.0
1818,141,3.5
1199,373,2.5
1404,68,3.5
2042,365,2.5
355,833,4.0
606,684,3.0
2424,211,2.5
1443,504,3.0
2213,235,5.0
536,128,4.0
636,100,5.0
1337,107,5.0
329,747,3.0
2263,438,5.0
2150,39,2.0
544,718,3.0
1379,296,4.5
672,371,5.0
2142,499,5.0
904,557,3.5
1157,655,4.0
2024,594,4.5
1814,354,4.0
2428,571,2.0
1146,594,3.0
2250,830,3.0
1131,472,2.5
67,515,3.5
452,495,3.0
1094,109,4.0
1759,116,4.0
199,436,3.0
1261,355,4.5
1739,236,2.0
1874,2,4.0
1396,705,4.5
2267,806,3.5
2340,619,3.5
2165,813,4.5
1759,612,3.0
1859,469,3.0
1285,309,4.0
89,529,4.0
1896,206,3.5
1998,55,3.5
1959,400,5.0
2214,745,3.0
1780,618,2.5
1584,451,3.0
1089,515,2.0
1080,287,4.0
1954,806,4.0
1896,412,2.5
472,472,4.0
763,646,3.5
904,257,2.0
1672,81,3.5
943,212,4.5
175,159,4.5
1941,472,3.5
1048,859,3.0
1954,253,3.0
2264,772,2.5
168,805,4.0
2405,237,5.0
1243,813,1.5
43,589,4.0
1670,398,1.5
398,451,3.5
208,744,4.0
421,126,1.5
8,298,3.0
1000,532,0.5
1780,36,4.0
2281,153,0.5
2317,173,2.0
900,239,3.0
1510,32,3.0
122,54,2.5
1621,741,2.5
1998,78,4.0
1896,115,4.5
1801,834,2.5
2075,614,5.0
1618,66,3.5
513,488,5.0
1758,379,3.5
2330,286,4.0
750,695,3.5
1432,376,5.0
1620,804,2.0
2108,177,1.5
834,789,2.5
1174,777,1.5
2189,35,2.0
608,629,5.0
332,472,4.5
2020,78,3.5
2315,522,2.0
2285,543,5.0
2342,19,4.5
970,408,1.0
2333,421,3.5
2051,825,4.5
741,164,4.5
424,562,4.0
1316,467,5.0
2258,192,4.0
208,668,4.5
2358,111,3.0
642,268,4.0
412,744,3.5
2342,99,4.5
1851,806,2.5
2049,666,3.5
1553,337,4.5
76,173,3.0
2418,680,4.0
1128,52,2.5
2351,180,4.0
372,33,5.0
2130,145,4.0
1768,243,4.5
1937,707,4.0
2108,436,4.5
2170,75,4.0
2316,526,2.0
2279,531,3.5
584,84,4.0
432,326,3.0
1194,438,5.0
542,761,4.0
361,25,1.0
578,330,4.0
2296,123,4.5
1424,384,3.0
1346,728,4.5
2355,676,3.5
892,139,2.0
988,329,4.0
1243,239,3.0
2123,516,3.0
1404,824,5.0
944,122,4.5
508,513,3.5
2190,858,1.0
1986,226,4.0
2075,839,4.0
70,600,2.5
1663,602,4.0
1585,194,3.0
1724,475,2.5
1235,373,3.5
1694,6,4.0
766,6,4.0
1848,290,4.5
1601,336,4.0
593,138,4.5
392,777,1.0
448,825,2.0
379,32,3.0
725,229,3.5
2252,418,0.5
2176,378,4.0
1044,567,3.5
1737,6,3.5
1794,515,4.0
601,548,5.0
923,833,4.0
2209,342,4.5
1439,522,2.0
1961,147,3.5
787,46,2.5
1355,740,3.5
2162,620,4.5
2031,573,4.0
213,20,3.0
265,207,3.5
988,411,4.0
1370,133,3.0
2379,340,4.5
647,724,5.0
1758,26,2.5
662,22,3.5
2034,43,5.0
834,604,4.0
1091,642,4.0
1998,811,2.0
2187,60,3.0
1153,846,1.0
411,276,2.0
2373,660,3.5
